ID,score_tag,agreement,subjectivity,confidence,irony,Happy,Fear,Sad,Bored,Angry,Excited,Class
558,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0932870317,0.2443910186,0.2098528289,0.075912438,0.2686141196,0.1079425631,0
559,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1992092451,0.1304648085,0.0633662122,0.0251896698,0.1128106915,0.4689593729,1
560,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0690313327,0.1329584118,0.2422006608,0.1848642847,0.2908125486,0.0801327615,0
561,P,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.1902376169,0.1829751597,0.0963711826,0.1655373418,0.1857084701,0.1791702289,0
562,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.059373763,0.296675309,0.2002035894,0.0948279105,0.1299488871,0.2189705411,1
563,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0714846324,0.3964763232,0.2215197842,0.0269521608,0.1845462018,0.0990208977,1
564,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3473866902,0.1018330267,0.0587823382,0.0459856588,0.1730734681,0.272938818,1
565,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0846328995,0.1501157376,0.1697427949,0.0778984483,0.4041272467,0.113482873,0
566,N+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.0382472393,0.2092429155,0.18844495,0.2192197734,0.2951441438,0.0497009781,1
567,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1189556946,0.180106176,0.1757096553,0.1797291481,0.1479704958,0.1975288302,0
568,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.2022736788,0.1375023216,0.1653157227,0.0742784291,0.3062516527,0.1143781951,0
569,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0851217864,0.2822849664,0.1333361485,0.0398165255,0.2173237109,0.2421168624,1
570,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0808528417,0.3494151962,0.3346360565,0.0275845217,0.1033118562,0.1041995277,0
571,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1715961514,0.1803584741,0.128545832,0.0514450779,0.1702498449,0.2978046197,1
572,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.1315703192,0.1025563721,0.316285849,0.0464953714,0.2844811528,0.1186109356,1
573,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0432539165,0.1572235075,0.1442896831,0.2897089121,0.3039228094,0.0616011713,1
574,N,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.124131584,0.0992742475,0.1780506953,0.157164365,0.3439247205,0.0974543877,0
575,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0392931331,0.1804780423,0.2749656872,0.0781490324,0.3028716873,0.1242424176,1
576,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1550407777,0.1230422647,0.0671945548,0.1852888449,0.3158482745,0.1535852835,1
577,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0872038865,0.1946327353,0.1559542146,0.1009035419,0.2800191213,0.1812865004,0
578,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1785431474,0.1301251431,0.1009631466,0.1833977178,0.2297412382,0.1772296069,0
579,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0231238818,0.0992893447,0.1472729582,0.049418873,0.6404147572,0.0404801852,0
580,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0088753596,0.0482791797,0.1190118737,0.0590517454,0.7520279306,0.0127539111,0
581,N+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.075401129,0.2017584501,0.2470077051,0.1973408187,0.1633565541,0.115135343,1
582,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.4102805017,0.0621920067,0.0685215197,0.0231902415,0.1317423852,0.3040733453,1
583,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0565542523,0.1264797476,0.3229541387,0.1045849941,0.3211069928,0.0683198745,0
584,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1178625387,0.2389443293,0.2256874111,0.0426323889,0.1755561758,0.1993171562,0
585,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0455822226,0.2061706133,0.4004773235,0.0547256545,0.2249888334,0.0680553527,0
586,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3112942817,0.1124719891,0.1342404985,0.0,0.1180976369,0.3238955939,1
587,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3509852195,0.098988975,0.0489597519,0.0265569765,0.0943494576,0.3801596195,0
588,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.0431583399,0.1486881883,0.2676432641,0.1087513556,0.3785438309,0.0532150212,0
589,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.310314585,0.1211089441,0.0756188706,0.0762192567,0.2354756801,0.1812626634,1
590,N+,AGREEMENT,OBJECTIVE,98,NONIRONIC,0.1063354671,0.204056439,0.2937551522,0.0701351411,0.2113091773,0.1144086232,1
591,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0983455293,0.2179363602,0.2348830448,0.0653581252,0.1877408628,0.1957360777,0
592,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.1039160633,0.1849326506,0.1603849546,0.0548250457,0.3003403292,0.1956009566,1
593,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.1153676434,0.1303525018,0.1267507726,0.2279194946,0.3265109769,0.0730986107,0
594,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.070784401,0.1890866048,0.2074008651,0.0950835153,0.3366956615,0.1009489523,1
595,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1437572578,0.2406689766,0.2082747202,0.0748750813,0.1646898197,0.1677341445,1
596,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0360005965,0.2086828052,0.1525247492,0.142671715,0.3803772862,0.0797428479,0
597,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0431672715,0.2316826796,0.2057264208,0.0828728996,0.3579457862,0.0786049424,0
598,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0547309626,0.3078276705,0.2120757804,0.1450560777,0.161156174,0.1191533348,1
599,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1259519323,0.1453269279,0.1588931494,0.1951588467,0.2343930121,0.1402761316,0
600,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0346486009,0.1175877889,0.1596493254,0.1527705936,0.4867031045,0.0486405867,1
601,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.2729244276,0.1444013853,0.0986649865,0.0418049625,0.1551247517,0.2870794864,0
602,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.094258384,0.2264246502,0.1819078607,0.0627107248,0.3345361559,0.1001622245,0
603,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0916172101,0.2311046423,0.2628546416,0.024934568,0.2375670669,0.1519218711,1
604,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0592886021,0.1807040248,0.1806984723,0.1551874244,0.2946656666,0.1294558098,0
605,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.04179939,0.2417075475,0.1633561077,0.063156327,0.4274685628,0.062512065,0
606,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0970817329,0.1174540212,0.1409808349,0.0442449814,0.5000276247,0.1002108049,0
607,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.283728769,0.1119449259,0.2108806948,0.0,0.1934559664,0.1999896439,1
608,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0083616265,0.0613350101,0.0755637532,0.056403643,0.7845402815,0.0137956858,1
609,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0298549327,0.2460008646,0.362110447,0.0839199779,0.2313318403,0.0467819375,1
610,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0568127796,0.1310482569,0.1810597398,0.1349837107,0.4370752391,0.0590202739,1
611,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0623071194,0.1728274001,0.0934955741,0.0,0.1149004806,0.5564694257,1
612,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0919143852,0.1768422828,0.1569560955,0.1314246561,0.2910560278,0.1518065527,0
613,N+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.1010551339,0.2491943564,0.1399860564,0.0702359796,0.2407328771,0.1987955966,0
614,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1815194852,0.2494911791,0.1003500343,0.0166492957,0.169073139,0.2829168666,1
615,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.1207024393,0.2038314192,0.2080195241,0.1389647489,0.206587492,0.1218943765,1
616,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2532369905,0.1916144543,0.0680030315,0.0,0.0853592645,0.4017862592,1
617,N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0560022519,0.18596197,0.1956759359,0.2565045577,0.2062267308,0.0996285537,0
618,P+,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0287988533,0.1642656332,0.2842060725,0.1616081611,0.2902315214,0.0708897585,0
619,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0736322666,0.1778104905,0.2326868006,0.1269621587,0.2866396802,0.1022686034,0
620,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1231679456,0.126714456,0.1665102418,0.0926061547,0.3522063572,0.1387948447,1
621,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1154315896,0.1937870827,0.1412591479,0.1538830411,0.2811937258,0.1144454129,1
622,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.255406031,0.1440915133,0.0594034118,0.1960350353,0.168162382,0.1769016266,1
623,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0661879414,0.2133411581,0.2255102769,0.1944807699,0.1943800649,0.1060997887,0
624,N+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1959360177,0.2256504787,0.1237209309,0.0859057369,0.2140308979,0.1547559379,0
625,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0538868319,0.0667234438,0.1173237223,0.3211396528,0.3767262113,0.064200138,0
626,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1489627739,0.1845591777,0.2169142388,0.1294954714,0.1691692758,0.1508990624,0
627,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0355650476,0.2787113962,0.2982293397,0.0636699416,0.2659424142,0.0578818606,1
628,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0194651025,0.1111618685,0.1858765524,0.0258493104,0.6189204754,0.0387266909,0
629,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1974325549,0.1665967881,0.1198235919,0.1208972632,0.1969896166,0.1982601854,1
630,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1391730384,0.137640217,0.1439337832,0.1380378672,0.3168247844,0.1243903098,0
631,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1114678377,0.1468572745,0.1354673219,0.1200469825,0.3123824109,0.1737781725,0
632,N+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0953005783,0.0985189064,0.1118972178,0.2746587455,0.2657174962,0.1539070558,0
633,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3134420163,0.138301022,0.0668946434,0.0224866533,0.2061630413,0.2527126236,0
634,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0332535559,0.063595826,0.0361119819,0.0338729037,0.6836216191,0.1495441134,1
635,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.2581161513,0.0895872521,0.0448714481,0.0241533135,0.1069759848,0.4762958502,0
636,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0423783017,0.2063809423,0.2316965625,0.082427048,0.3425793745,0.094537771,1
637,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0933924235,0.1189042325,0.0835068987,0.0464713725,0.5631440575,0.0945810154,1
638,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1642691382,0.1676447165,0.1443878112,0.1513146929,0.2426906945,0.1296929468,1
639,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0719612153,0.2942850274,0.2060730806,0.0820006451,0.19754099,0.1481390416,1
640,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0853157979,0.1092066454,0.102711727,0.1676107938,0.4248965767,0.1102584593,1
641,P,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.0130605406,0.0550186392,0.1030945151,0.0182558744,0.7824952441,0.0280751866,0
642,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0307284758,0.2148669863,0.2609321128,0.1078611191,0.2983626605,0.0872486456,1
643,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.4165663092,0.0927674754,0.0460317826,0.0,0.1062415639,0.338392869,0
644,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1583892537,0.2077523683,0.1364050596,0.1169459521,0.1196567562,0.2608506102,0
645,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0872405426,0.1550963325,0.1843452348,0.1490117137,0.2698277461,0.1544784303,0
646,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1300106005,0.1403888256,0.1048480051,0.0158055038,0.4389772125,0.1699698525,1
647,P,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.1369584882,0.1345805103,0.1143120846,0.2534057229,0.2104767896,0.1502664045,1
648,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0672992576,0.1921766794,0.2020250226,0.1267563926,0.2481595856,0.1635830622,1
649,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0159018711,0.3762803943,0.1029954985,0.0776826451,0.4046034167,0.0225361743,0
650,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1583704821,0.2545141582,0.1020191901,0.034434477,0.1500828495,0.3005788431,1
651,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0974441819,0.3044930842,0.240892022,0.0737383055,0.1554831419,0.1279492644,1
652,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0279854374,0.1833301733,0.3421304168,0.1060745526,0.2987735006,0.0417059193,1
653,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1141467256,0.2728702956,0.1436219878,0.0323661228,0.2528700826,0.1841247855,0
654,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0257140081,0.4268044564,0.3282515984,0.0406030262,0.1325498752,0.0460770358,1
655,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1390155079,0.0850941137,0.1214663009,0.093109057,0.4653814818,0.0959335387,1
656,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.245890331,0.1361316194,0.1718522448,0.0651441532,0.1510523433,0.2299293083,0
657,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0254373613,0.2308338665,0.1516087524,0.0656206402,0.4857085735,0.0407908061,0
658,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.2163825143,0.1583389769,0.0740430872,0.0461653821,0.1824968941,0.3225731454,0
659,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0376082876,0.1411101558,0.1488433364,0.1698530988,0.455885663,0.0466994584,1
660,NEU,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.1638714225,0.1138290321,0.0807761798,0.1750213672,0.2688915603,0.1976104381,0
661,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.1839403003,0.2012083458,0.1061078267,0.0302064325,0.1763692076,0.3021678871,0
662,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1218786689,0.3364192462,0.1950068148,0.0560468033,0.1963824827,0.0942659841,1
663,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0171889928,0.1947302769,0.2499031814,0.1123389683,0.3735816292,0.0522569514,1
664,N,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.0554981132,0.1367654269,0.1894941966,0.2714288404,0.2220702956,0.1247431273,0
665,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0653345146,0.2110614372,0.1777834723,0.1983099383,0.1087284801,0.2387821575,1
666,N,AGREEMENT,OBJECTIVE,89,NONIRONIC,0.0930046415,0.1282091057,0.3627195521,0.1025315343,0.2351017309,0.0784334355,1
667,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.028736253,0.0970294647,0.1405251412,0.0117129724,0.6319892201,0.0900069486,1
668,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.241242153,0.1248520344,0.2992401696,0.0476680944,0.144669513,0.1423280355,1
669,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1213473795,0.2495236923,0.1427196407,0.1143582779,0.1417243907,0.2303266189,0
670,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0785138482,0.1373063094,0.1007100963,0.2019432185,0.3133396401,0.1681868874,0
671,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1065912784,0.1141198912,0.0619802491,0.1205053323,0.3897394408,0.2070638083,1
672,N,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.0494502478,0.1054032788,0.1501029415,0.1085805141,0.4839728468,0.1024901709,1
673,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1046594044,0.5484766501,0.1367070795,0.0506983045,0.0251428557,0.1343157058,1
674,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0802348579,0.2051331026,0.1841515008,0.1984023256,0.2063612406,0.1257169725,0
675,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0980739222,0.2589938673,0.1611548155,0.1418352711,0.1600524225,0.1798897012,0
676,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.148907059,0.2181084038,0.175046817,0.0517584729,0.1498565803,0.256322667,1
677,P,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0456364365,0.2279302963,0.1573981041,0.033229161,0.4764086257,0.0593973763,1
678,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0624360265,0.1785115649,0.1896036493,0.191962845,0.2753489269,0.1021369874,0
679,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1386286681,0.175085627,0.11023458,0.095056797,0.225935887,0.2550584408,0
680,P,DISAGREEMENT,OBJECTIVE,91,NONIRONIC,0.1209785023,0.1693108789,0.0425618913,0.0229108472,0.0482147784,0.5960231018,1
681,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0920815389,0.1537680841,0.2070849925,0.163617801,0.3031152536,0.0803323298,1
682,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0323614816,0.1159875968,0.2003603313,0.0152455222,0.5892273227,0.0468177454,1
683,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0235750284,0.0652893982,0.077848989,0.0762126149,0.7335881868,0.0234857828,0
684,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1184877056,0.2530447156,0.1720799679,0.1815280912,0.1430516571,0.1318078627,0
685,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0569092909,0.2047949224,0.1805783146,0.2169904668,0.2211688599,0.1195581455,0
686,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.16380681,0.1724327573,0.2282130704,0.0867961809,0.1969969924,0.1517541889,0
687,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2128054192,0.1489047252,0.1009010047,0.0668948887,0.1442211305,0.3262728316,0
688,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1619764669,0.231715631,0.1049488089,0.0904366191,0.1267585861,0.2841638879,0
689,N,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.0846151678,0.0909928132,0.198592011,0.1236034447,0.4226928298,0.0795037335,1
690,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.2193427881,0.1502424951,0.1066109404,0.0351788295,0.1121056045,0.3765193425,1
691,N,AGREEMENT,OBJECTIVE,97,NONIRONIC,0.0325646838,0.1948085892,0.2278445431,0.1215746475,0.3559624951,0.0672450414,0
692,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1846853078,0.2243513498,0.1238381333,0.055580195,0.1501328225,0.2614121916,0
693,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0983285418,0.0994122328,0.1257553486,0.3426960573,0.24211014,0.0916976795,1
694,N+,AGREEMENT,OBJECTIVE,98,NONIRONIC,0.0212345912,0.5741331325,0.1369386899,0.0310701274,0.2215409024,0.0150825566,1
695,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0789255252,0.2080911772,0.2393654827,0.1812892316,0.2078580951,0.0844704881,1
696,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0606507559,0.117074221,0.400501543,0.0094516847,0.3552741962,0.0570475991,0
697,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1280192231,0.1419732051,0.1378770097,0.0735128901,0.3512559184,0.1673617536,0
698,N,AGREEMENT,OBJECTIVE,98,NONIRONIC,0.0559682185,0.1294336439,0.1983325181,0.0773652715,0.431824771,0.1070755771,0
699,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1951355811,0.1514722286,0.1897324079,0.0672557096,0.2708807362,0.1255233367,0
700,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.6011199061,0.0933843978,0.0358897835,0.0829662883,0.0173761158,0.1692635085,1
701,N+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0218620806,0.0876356594,0.152348726,0.0367526106,0.6741289775,0.027271946,0
702,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0369067316,0.2217008105,0.2808684132,0.248196587,0.1171973049,0.0951301528,0
703,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0886521868,0.1241082173,0.1626511872,0.1251576165,0.2499826312,0.2494481611,0
704,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1563180782,0.1995129579,0.1808033899,0.0619852254,0.2261535868,0.1752267619,0
705,P,AGREEMENT,OBJECTIVE,97,NONIRONIC,0.127168463,0.1801539756,0.1125812117,0.147641003,0.1544662459,0.2779891008,0
706,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0548749453,0.2150314329,0.1582363536,0.301130173,0.1278407143,0.1428863809,0
707,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.1872944092,0.1837448472,0.1066261225,0.0667895352,0.1385755687,0.3169695173,1
708,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2947563407,0.2585197158,0.2381195188,0.0197986855,0.0403181713,0.148487568,1
709,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0636950665,0.2669182158,0.2117756589,0.1225502209,0.1905934893,0.1444673486,0
710,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0794854147,0.2250895742,0.1758181963,0.1790848393,0.1453911423,0.1951308332,0
711,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0279719679,0.1213462064,0.1514378826,0.0566308669,0.5929550464,0.0496580299,1
712,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1537790522,0.1702968866,0.1091760684,0.121403699,0.1114178607,0.3339264331,0
713,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3360800119,0.0587962543,0.0514869407,0.0216126263,0.2553720833,0.2766520835,1
714,P,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.334115917,0.0611200066,0.0756792699,0.0846879755,0.2500375824,0.1943592487,1
715,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0613572092,0.1719491608,0.1911940851,0.0710317744,0.371676524,0.1327912465,1
716,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1209025571,0.2805532346,0.2016706053,0.0507129777,0.1715926945,0.1745679308,0
717,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0135138529,0.2232186155,0.2676820068,0.1210587155,0.3372169802,0.0373098291,1
718,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0546506907,0.12811626,0.2039968321,0.032409063,0.4908298969,0.0899972573,1
719,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1076947275,0.202276275,0.24063515,0.1066898909,0.1795780111,0.1631259454,0
720,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1273728737,0.2228144685,0.2088219993,0.0534030772,0.2046230678,0.1829645134,1
721,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1466168304,0.1692176366,0.1070690631,0.1774664853,0.2703110358,0.1293189488,1
722,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0255911121,0.1576296756,0.2479618606,0.1317925363,0.3918648102,0.0451600053,1
723,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0919437311,0.1326540236,0.1157620765,0.0958484062,0.4590153668,0.1047763958,0
724,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.060719568,0.0715826146,0.0912555702,0.1385243861,0.5655294404,0.0723884206,1
725,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0796354469,0.154311029,0.2569504043,0.1409408449,0.2661556062,0.1020066687,1
726,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0938306319,0.1909190161,0.1706104755,0.0687334031,0.3147812413,0.1611252322,1
727,NEU,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0957251908,0.349879979,0.1584082154,0.0270380611,0.1927420186,0.176206535,1
728,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.1401673541,0.1913145115,0.2406287653,0.0229413423,0.2769012868,0.12804674,0
729,P+,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0689806496,0.1819985646,0.2497634342,0.152177368,0.2204181268,0.1266618567,0
730,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.1027397557,0.1316802969,0.1691912683,0.2466449293,0.1646551719,0.185088578,0
731,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0751023828,0.0997179652,0.1195284619,0.0313537148,0.5241310022,0.150166473,0
732,NEU,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.0245324945,0.1341710514,0.2125889738,0.1152793568,0.465799644,0.0476284796,1
733,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2186402294,0.2475967089,0.1836997041,0.0229483181,0.1339299295,0.19318511,0
734,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1152323252,0.1319751748,0.1624418521,0.0874409819,0.3716974593,0.1312122066,0
735,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0404891381,0.1171480024,0.1066443495,0.0406419393,0.6324227978,0.0626537729,0
736,N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.4304061685,0.0761854789,0.1233140965,0.0547775506,0.1291274826,0.1861892228,0
737,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0698454417,0.1723898191,0.1472178849,0.3100335369,0.1896703022,0.1108430152,0
738,NEU,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.1239069637,0.2067805773,0.1882683868,0.1127826317,0.1754650313,0.1927964092,0
739,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0217136569,0.1317184236,0.2495735782,0.0521161464,0.519063922,0.0258142729,1
